N	nu_0	J	eta_n	phi_pack	ftype	n_steps	dt	n_save	update_nn	fanisotropy	max_dist	date_string	filename
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	0	2015,08,09,18,34,18	sphere_data_analysis_2015-08-09_18-34-18.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	0	2015,08,09,18,37,05	sphere_data_analysis_2015-08-09_18-37-05.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,18,39,52	sphere_data_analysis_2015-08-09_18-39-52.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,18,42,38	sphere_data_analysis_2015-08-09_18-42-38.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,18,45,24	sphere_data_analysis_2015-08-09_18-45-24.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	3	2015,08,09,18,48,26	sphere_data_analysis_2015-08-09_18-48-26.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	3	2015,08,09,18,51,12	sphere_data_analysis_2015-08-09_18-51-12.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	1	3	2015,08,09,18,54,04	sphere_data_analysis_2015-08-09_18-54-04.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	0	2015,08,09,18,56,53	sphere_data_analysis_2015-08-09_18-56-53.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	0	2015,08,09,18,59,40	sphere_data_analysis_2015-08-09_18-59-40.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	0	2015,08,09,19,02,26	sphere_data_analysis_2015-08-09_19-02-26.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,19,05,19	sphere_data_analysis_2015-08-09_19-05-19.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,19,08,05	sphere_data_analysis_2015-08-09_19-08-05.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,19,10,52	sphere_data_analysis_2015-08-09_19-10-52.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	3	2015,08,09,19,13,47	sphere_data_analysis_2015-08-09_19-13-47.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	3	2015,08,09,19,16,37	sphere_data_analysis_2015-08-09_19-16-37.p
100	0.05	0.5	2	1	2	10000	0.005	50	 	2	3	2015,08,09,19,19,26	sphere_data_analysis_2015-08-09_19-19-26.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,19,22,15	sphere_data_analysis_2015-08-09_19-22-15.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,19,25,24	sphere_data_analysis_2015-08-09_19-25-24.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,19,28,35	sphere_data_analysis_2015-08-09_19-28-35.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,19,31,45	sphere_data_analysis_2015-08-09_19-31-45.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,19,34,55	sphere_data_analysis_2015-08-09_19-34-55.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,19,38,06	sphere_data_analysis_2015-08-09_19-38-06.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,19,41,17	sphere_data_analysis_2015-08-09_19-41-17.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,19,44,27	sphere_data_analysis_2015-08-09_19-44-27.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,19,47,38	sphere_data_analysis_2015-08-09_19-47-38.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	0	2015,08,09,19,50,48	sphere_data_analysis_2015-08-09_19-50-48.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	0	2015,08,09,19,54,00	sphere_data_analysis_2015-08-09_19-54-00.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	0	2015,08,09,19,57,10	sphere_data_analysis_2015-08-09_19-57-10.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,09,20,00,21	sphere_data_analysis_2015-08-09_20-00-21.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,09,20,03,30	sphere_data_analysis_2015-08-09_20-03-30.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,09,20,06,41	sphere_data_analysis_2015-08-09_20-06-41.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,20,09,51	sphere_data_analysis_2015-08-09_20-09-51.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,20,13,02	sphere_data_analysis_2015-08-09_20-13-02.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,20,16,13	sphere_data_analysis_2015-08-09_20-16-13.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,20,19,24	sphere_data_analysis_2015-08-09_20-19-24.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,20,22,34	sphere_data_analysis_2015-08-09_20-22-34.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,20,25,43	sphere_data_analysis_2015-08-09_20-25-43.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,20,28,54	sphere_data_analysis_2015-08-09_20-28-54.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,20,32,04	sphere_data_analysis_2015-08-09_20-32-04.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,20,35,15	sphere_data_analysis_2015-08-09_20-35-15.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,20,38,26	sphere_data_analysis_2015-08-09_20-38-26.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,20,41,37	sphere_data_analysis_2015-08-09_20-41-37.p
100	0.1	0.01	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,20,44,47	sphere_data_analysis_2015-08-09_20-44-47.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,20,47,56	sphere_data_analysis_2015-08-09_20-47-56.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,20,51,06	sphere_data_analysis_2015-08-09_20-51-06.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,20,54,15	sphere_data_analysis_2015-08-09_20-54-15.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,20,57,25	sphere_data_analysis_2015-08-09_20-57-25.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,21,00,36	sphere_data_analysis_2015-08-09_21-00-36.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,21,03,46	sphere_data_analysis_2015-08-09_21-03-46.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,21,06,55	sphere_data_analysis_2015-08-09_21-06-55.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,21,10,06	sphere_data_analysis_2015-08-09_21-10-06.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,21,13,16	sphere_data_analysis_2015-08-09_21-13-16.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,09,21,16,26	sphere_data_analysis_2015-08-09_21-16-26.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,09,21,19,36	sphere_data_analysis_2015-08-09_21-19-36.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,09,21,22,47	sphere_data_analysis_2015-08-09_21-22-47.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,21,25,58	sphere_data_analysis_2015-08-09_21-25-58.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,21,29,07	sphere_data_analysis_2015-08-09_21-29-07.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,21,32,16	sphere_data_analysis_2015-08-09_21-32-16.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,09,21,35,27	sphere_data_analysis_2015-08-09_21-35-27.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,09,21,38,35	sphere_data_analysis_2015-08-09_21-38-35.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,09,21,41,45	sphere_data_analysis_2015-08-09_21-41-45.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,09,21,44,55	sphere_data_analysis_2015-08-09_21-44-55.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,09,21,48,05	sphere_data_analysis_2015-08-09_21-48-05.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,09,21,51,13	sphere_data_analysis_2015-08-09_21-51-13.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,09,21,54,25	sphere_data_analysis_2015-08-09_21-54-25.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,09,21,57,36	sphere_data_analysis_2015-08-09_21-57-36.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,09,22,00,47	sphere_data_analysis_2015-08-09_22-00-47.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,09,22,03,58	sphere_data_analysis_2015-08-09_22-03-58.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,09,22,07,08	sphere_data_analysis_2015-08-09_22-07-08.p
100	0.1	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,09,22,10,19	sphere_data_analysis_2015-08-09_22-10-19.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,09,22,13,30	sphere_data_analysis_2015-08-09_22-13-30.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,09,22,16,34	sphere_data_analysis_2015-08-09_22-16-34.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,09,22,19,41	sphere_data_analysis_2015-08-09_22-19-41.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,22,22,42	sphere_data_analysis_2015-08-09_22-22-42.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,22,25,44	sphere_data_analysis_2015-08-09_22-25-44.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,22,28,45	sphere_data_analysis_2015-08-09_22-28-45.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,09,22,31,54	sphere_data_analysis_2015-08-09_22-31-54.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,09,22,35,04	sphere_data_analysis_2015-08-09_22-35-04.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,09,22,38,13	sphere_data_analysis_2015-08-09_22-38-13.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,09,22,41,20	sphere_data_analysis_2015-08-09_22-41-20.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,09,22,44,10	sphere_data_analysis_2015-08-09_22-44-10.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,09,22,47,15	sphere_data_analysis_2015-08-09_22-47-15.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,22,50,22	sphere_data_analysis_2015-08-09_22-50-22.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,22,53,23	sphere_data_analysis_2015-08-09_22-53-23.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,22,56,30	sphere_data_analysis_2015-08-09_22-56-30.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,09,22,59,37	sphere_data_analysis_2015-08-09_22-59-37.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,09,23,02,42	sphere_data_analysis_2015-08-09_23-02-42.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,09,23,05,40	sphere_data_analysis_2015-08-09_23-05-40.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,09,23,08,40	sphere_data_analysis_2015-08-09_23-08-40.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,09,23,11,49	sphere_data_analysis_2015-08-09_23-11-49.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,09,23,14,58	sphere_data_analysis_2015-08-09_23-14-58.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,23,18,04	sphere_data_analysis_2015-08-09_23-18-04.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,23,21,04	sphere_data_analysis_2015-08-09_23-21-04.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,23,24,12	sphere_data_analysis_2015-08-09_23-24-12.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,09,23,27,12	sphere_data_analysis_2015-08-09_23-27-12.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,09,23,30,16	sphere_data_analysis_2015-08-09_23-30-16.p
100	0.1	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,09,23,33,24	sphere_data_analysis_2015-08-09_23-33-24.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,23,36,28	sphere_data_analysis_2015-08-09_23-36-28.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,23,39,37	sphere_data_analysis_2015-08-09_23-39-37.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,23,42,47	sphere_data_analysis_2015-08-09_23-42-47.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,23,45,57	sphere_data_analysis_2015-08-09_23-45-57.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,23,49,06	sphere_data_analysis_2015-08-09_23-49-06.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,23,52,15	sphere_data_analysis_2015-08-09_23-52-15.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,23,55,25	sphere_data_analysis_2015-08-09_23-55-25.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,23,58,35	sphere_data_analysis_2015-08-09_23-58-35.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,10,00,01,46	sphere_data_analysis_2015-08-10_00-01-46.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,10,00,04,57	sphere_data_analysis_2015-08-10_00-04-57.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,10,00,08,06	sphere_data_analysis_2015-08-10_00-08-06.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,10,00,11,16	sphere_data_analysis_2015-08-10_00-11-16.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,10,00,14,25	sphere_data_analysis_2015-08-10_00-14-25.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,10,00,17,33	sphere_data_analysis_2015-08-10_00-17-33.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,10,00,20,43	sphere_data_analysis_2015-08-10_00-20-43.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,10,00,23,53	sphere_data_analysis_2015-08-10_00-23-53.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,10,00,27,03	sphere_data_analysis_2015-08-10_00-27-03.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,10,00,30,14	sphere_data_analysis_2015-08-10_00-30-14.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,10,00,33,24	sphere_data_analysis_2015-08-10_00-33-24.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,10,00,36,35	sphere_data_analysis_2015-08-10_00-36-35.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,10,00,39,45	sphere_data_analysis_2015-08-10_00-39-45.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,10,00,42,51	sphere_data_analysis_2015-08-10_00-42-51.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,10,00,46,00	sphere_data_analysis_2015-08-10_00-46-00.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,10,00,49,10	sphere_data_analysis_2015-08-10_00-49-10.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,10,00,52,19	sphere_data_analysis_2015-08-10_00-52-19.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,10,00,55,28	sphere_data_analysis_2015-08-10_00-55-28.p
100	0.1	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,10,00,58,38	sphere_data_analysis_2015-08-10_00-58-38.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,10,01,01,46	sphere_data_analysis_2015-08-10_01-01-46.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,10,01,04,55	sphere_data_analysis_2015-08-10_01-04-55.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,10,01,08,04	sphere_data_analysis_2015-08-10_01-08-04.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,01,11,15	sphere_data_analysis_2015-08-10_01-11-15.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,01,14,24	sphere_data_analysis_2015-08-10_01-14-24.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,01,17,34	sphere_data_analysis_2015-08-10_01-17-34.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,10,01,20,43	sphere_data_analysis_2015-08-10_01-20-43.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,10,01,23,49	sphere_data_analysis_2015-08-10_01-23-49.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,10,01,27,00	sphere_data_analysis_2015-08-10_01-27-00.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,10,01,30,08	sphere_data_analysis_2015-08-10_01-30-08.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,10,01,33,16	sphere_data_analysis_2015-08-10_01-33-16.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,10,01,36,26	sphere_data_analysis_2015-08-10_01-36-26.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,10,01,39,35	sphere_data_analysis_2015-08-10_01-39-35.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,10,01,42,45	sphere_data_analysis_2015-08-10_01-42-45.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,10,01,45,56	sphere_data_analysis_2015-08-10_01-45-56.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,10,01,49,04	sphere_data_analysis_2015-08-10_01-49-04.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,10,01,52,14	sphere_data_analysis_2015-08-10_01-52-14.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,10,01,55,22	sphere_data_analysis_2015-08-10_01-55-22.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,10,01,58,32	sphere_data_analysis_2015-08-10_01-58-32.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,10,02,01,41	sphere_data_analysis_2015-08-10_02-01-41.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,10,02,04,49	sphere_data_analysis_2015-08-10_02-04-49.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,10,02,08,00	sphere_data_analysis_2015-08-10_02-08-00.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,10,02,11,10	sphere_data_analysis_2015-08-10_02-11-10.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,10,02,14,20	sphere_data_analysis_2015-08-10_02-14-20.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,10,02,17,29	sphere_data_analysis_2015-08-10_02-17-29.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,10,02,20,39	sphere_data_analysis_2015-08-10_02-20-39.p
100	0.1	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,10,02,23,49	sphere_data_analysis_2015-08-10_02-23-49.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,10,02,27,00	sphere_data_analysis_2015-08-10_02-27-00.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,10,02,29,45	sphere_data_analysis_2015-08-10_02-29-45.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,10,02,32,48	sphere_data_analysis_2015-08-10_02-32-48.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,02,35,50	sphere_data_analysis_2015-08-10_02-35-50.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,02,38,46	sphere_data_analysis_2015-08-10_02-38-46.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,02,41,53	sphere_data_analysis_2015-08-10_02-41-53.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,10,02,45,01	sphere_data_analysis_2015-08-10_02-45-01.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,10,02,48,09	sphere_data_analysis_2015-08-10_02-48-09.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,10,02,51,13	sphere_data_analysis_2015-08-10_02-51-13.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,10,02,54,15	sphere_data_analysis_2015-08-10_02-54-15.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,10,02,57,01	sphere_data_analysis_2015-08-10_02-57-01.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,10,02,59,58	sphere_data_analysis_2015-08-10_02-59-58.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,10,03,03,03	sphere_data_analysis_2015-08-10_03-03-03.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,10,03,06,00	sphere_data_analysis_2015-08-10_03-06-00.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,10,03,09,09	sphere_data_analysis_2015-08-10_03-09-09.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,10,03,12,14	sphere_data_analysis_2015-08-10_03-12-14.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,10,03,14,59	sphere_data_analysis_2015-08-10_03-14-59.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,10,03,18,07	sphere_data_analysis_2015-08-10_03-18-07.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,10,03,21,01	sphere_data_analysis_2015-08-10_03-21-01.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,10,03,24,11	sphere_data_analysis_2015-08-10_03-24-11.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,10,03,26,57	sphere_data_analysis_2015-08-10_03-26-57.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,10,03,29,43	sphere_data_analysis_2015-08-10_03-29-43.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,10,03,32,45	sphere_data_analysis_2015-08-10_03-32-45.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,10,03,35,32	sphere_data_analysis_2015-08-10_03-35-32.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,10,03,38,39	sphere_data_analysis_2015-08-10_03-38-39.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,10,03,41,46	sphere_data_analysis_2015-08-10_03-41-46.p
100	0.1	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,10,03,44,33	sphere_data_analysis_2015-08-10_03-44-33.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,10,03,47,41	sphere_data_analysis_2015-08-10_03-47-41.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,10,03,50,51	sphere_data_analysis_2015-08-10_03-50-51.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,10,03,54,01	sphere_data_analysis_2015-08-10_03-54-01.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,03,57,12	sphere_data_analysis_2015-08-10_03-57-12.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,04,00,23	sphere_data_analysis_2015-08-10_04-00-23.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,10,04,03,30	sphere_data_analysis_2015-08-10_04-03-30.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,10,04,06,40	sphere_data_analysis_2015-08-10_04-06-40.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,10,04,09,49	sphere_data_analysis_2015-08-10_04-09-49.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,10,04,12,59	sphere_data_analysis_2015-08-10_04-12-59.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,10,04,15,47	sphere_data_analysis_2015-08-10_04-15-47.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,10,04,18,57	sphere_data_analysis_2015-08-10_04-18-57.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,10,04,22,07	sphere_data_analysis_2015-08-10_04-22-07.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,10,04,25,17	sphere_data_analysis_2015-08-10_04-25-17.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,10,04,28,27	sphere_data_analysis_2015-08-10_04-28-27.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,10,04,31,38	sphere_data_analysis_2015-08-10_04-31-38.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,10,04,34,24	sphere_data_analysis_2015-08-10_04-34-24.p
100	0.1	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,10,04,37,10	sphere_data_analysis_2015-08-10_04-37-10.p
